va,pa,imc_bdf,imc_vendor,imc_device,rir_entry,rir_raw,ways,way_sel,channel_bin
0x0000781c590f2000,0x0000000c7aa49000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590f3000,0x00000005c62ae000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590f4000,0x0000000710703000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590f5000,0x0000000a92d1d000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590f6000,0x00000003ebfca000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590f7000,0x000000076c670000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590f8000,0x0000000141bfd000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590f9000,0x0000000a8ef2f000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590fa000,0x000000015ed03000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590fb000,0x0000000a25be6000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590fc000,0x000000061c4ce000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590fd000,0x0000000c3f891000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590fe000,0x000000020bb37000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
0x0000781c590ff000,0x0000000c8e129000,0000:ae:0c.0,0x8086,0x2040,0,0x9000007e,2,0,512
